Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 31/05/2022
Code Cohort  Age     CCFR
BLR  1961    49     1.857
BLR  1961    50     1.857
BLR  1961    51     1.857
BLR  1961    52     1.857
BLR  1961    53     1.857
BLR  1961    54     1.857
BLR  1961    55     1.857
BLR  1962    12     0.000
BLR  1962    13     0.000
BLR  1962    14     0.000
BLR  1962    15     0.000
BLR  1962    16     0.001
BLR  1962    17     0.003
BLR  1962    18     0.015
BLR  1962    19     0.055
BLR  1962    20     0.153
BLR  1962    21     0.307
BLR  1962    22     0.494
BLR  1962    23     0.689
BLR  1962    24     0.879
BLR  1962    25     1.059
BLR  1962    26     1.209
BLR  1962    27     1.339
BLR  1962    28     1.444
BLR  1962    29     1.522
BLR  1962    30     1.586
BLR  1962    31     1.638
BLR  1962    32     1.677
BLR  1962    33     1.707
BLR  1962    34     1.730
BLR  1962    35     1.749
BLR  1962    36     1.765
BLR  1962    37     1.779
BLR  1962    38     1.789
BLR  1962    39     1.797
BLR  1962    40     1.803
BLR  1962    41     1.808
BLR  1962    42     1.811
BLR  1962    43     1.813
BLR  1962    44     1.814
BLR  1962    45     1.815
BLR  1962    46     1.815
BLR  1962    47     1.815
BLR  1962    48     1.815
BLR  1962    49     1.815
BLR  1962    50     1.815
BLR  1962    51     1.815
BLR  1962    52     1.815
BLR  1962    53     1.815
BLR  1962    54     1.815
BLR  1962    55     1.815
BLR  1963    12     0.000
BLR  1963    13     0.000
BLR  1963    14     0.000
BLR  1963    15     0.000
BLR  1963    16     0.001
BLR  1963    17     0.004
BLR  1963    18     0.016
BLR  1963    19     0.053
BLR  1963    20     0.149
BLR  1963    21     0.303
BLR  1963    22     0.485
BLR  1963    23     0.681
BLR  1963    24     0.867
BLR  1963    25     1.033
BLR  1963    26     1.175
BLR  1963    27     1.292
BLR  1963    28     1.383
BLR  1963    29     1.453
BLR  1963    30     1.513
BLR  1963    31     1.562
BLR  1963    32     1.598
BLR  1963    33     1.626
BLR  1963    34     1.649
BLR  1963    35     1.668
BLR  1963    36     1.684
BLR  1963    37     1.698
BLR  1963    38     1.709
BLR  1963    39     1.717
BLR  1963    40     1.723
BLR  1963    41     1.728
BLR  1963    42     1.731
BLR  1963    43     1.733
BLR  1963    44     1.734
BLR  1963    45     1.735
BLR  1963    46     1.735
BLR  1963    47     1.735
BLR  1963    48     1.735
BLR  1963    49     1.736
BLR  1963    50     1.736
BLR  1963    51     1.736
BLR  1963    52     1.736
BLR  1963    53     1.736
BLR  1963    54     1.736
BLR  1963    55     1.736
BLR  1964    12     0.000
BLR  1964    13     0.000
BLR  1964    14     0.000
BLR  1964    15     0.000
BLR  1964    16     0.001
BLR  1964    17     0.004
BLR  1964    18     0.016
BLR  1964    19     0.055
BLR  1964    20     0.155
BLR  1964    21     0.310
BLR  1964    22     0.489
BLR  1964    23     0.683
BLR  1964    24     0.861
BLR  1964    25     1.021
BLR  1964    26     1.151
BLR  1964    27     1.256
BLR  1964    28     1.338
BLR  1964    29     1.405
BLR  1964    30     1.462
BLR  1964    31     1.508
BLR  1964    32     1.542
BLR  1964    33     1.569
BLR  1964    34     1.593
BLR  1964    35     1.613
BLR  1964    36     1.630
BLR  1964    37     1.645
BLR  1964    38     1.656
BLR  1964    39     1.664
BLR  1964    40     1.671
BLR  1964    41     1.675
BLR  1964    42     1.679
BLR  1964    43     1.681
BLR  1964    44     1.682
BLR  1964    45     1.683
BLR  1964    46     1.684
BLR  1964    47     1.684
BLR  1964    48     1.684
BLR  1964    49     1.684
BLR  1964    50     1.684
BLR  1964    51     1.684
BLR  1964    52     1.684
BLR  1964    53     1.684
BLR  1964    54     1.684
BLR  1964    55         .
BLR  1965    12     0.000
BLR  1965    13     0.000
BLR  1965    14     0.000
BLR  1965    15     0.000
BLR  1965    16     0.001
BLR  1965    17     0.004
BLR  1965    18     0.017
BLR  1965    19     0.059
BLR  1965    20     0.164
BLR  1965    21     0.314
BLR  1965    22     0.502
BLR  1965    23     0.700
BLR  1965    24     0.882
BLR  1965    25     1.035
BLR  1965    26     1.161
BLR  1965    27     1.262
BLR  1965    28     1.341
BLR  1965    29     1.404
BLR  1965    30     1.458
BLR  1965    31     1.501
BLR  1965    32     1.535
BLR  1965    33     1.565
BLR  1965    34     1.591
BLR  1965    35     1.613
BLR  1965    36     1.632
BLR  1965    37     1.647
BLR  1965    38     1.658
BLR  1965    39     1.667
BLR  1965    40     1.674
BLR  1965    41     1.679
BLR  1965    42     1.683
BLR  1965    43     1.686
BLR  1965    44     1.687
BLR  1965    45     1.688
BLR  1965    46     1.689
BLR  1965    47     1.689
BLR  1965    48     1.689
BLR  1965    49     1.689
BLR  1965    50     1.689
BLR  1965    51     1.689
BLR  1965    52     1.689
BLR  1965    53     1.689
BLR  1965    54         .
BLR  1965    55         .
BLR  1966    12     0.000
BLR  1966    13     0.000
BLR  1966    14     0.000
BLR  1966    15     0.000
BLR  1966    16     0.001
BLR  1966    17     0.004
BLR  1966    18     0.018
BLR  1966    19     0.061
BLR  1966    20     0.164
BLR  1966    21     0.321
BLR  1966    22     0.523
BLR  1966    23     0.722
BLR  1966    24     0.897
BLR  1966    25     1.047
BLR  1966    26     1.175
BLR  1966    27     1.271
BLR  1966    28     1.346
BLR  1966    29     1.406
BLR  1966    30     1.457
BLR  1966    31     1.499
BLR  1966    32     1.536
BLR  1966    33     1.568
BLR  1966    34     1.596
BLR  1966    35     1.620
BLR  1966    36     1.639
BLR  1966    37     1.655
BLR  1966    38     1.666
BLR  1966    39     1.676
BLR  1966    40     1.684
BLR  1966    41     1.690
BLR  1966    42     1.694
BLR  1966    43     1.697
BLR  1966    44     1.699
BLR  1966    45     1.699
BLR  1966    46     1.700
BLR  1966    47     1.700
BLR  1966    48     1.700
BLR  1966    49     1.700
BLR  1966    50     1.700
BLR  1966    51     1.700
BLR  1966    52     1.700
BLR  1966    53         .
BLR  1966    54         .
BLR  1966    55         .
BLR  1967    12     0.000
BLR  1967    13     0.000
BLR  1967    14     0.000
BLR  1967    15     0.000
BLR  1967    16     0.001
BLR  1967    17     0.004
BLR  1967    18     0.019
BLR  1967    19     0.066
BLR  1967    20     0.176
BLR  1967    21     0.351
BLR  1967    22     0.551
BLR  1967    23     0.744
BLR  1967    24     0.914
BLR  1967    25     1.064
BLR  1967    26     1.186
BLR  1967    27     1.277
BLR  1967    28     1.348
BLR  1967    29     1.406
BLR  1967    30     1.456
BLR  1967    31     1.499
BLR  1967    32     1.539
BLR  1967    33     1.573
BLR  1967    34     1.602
BLR  1967    35     1.627
BLR  1967    36     1.646
BLR  1967    37     1.662
BLR  1967    38     1.675
BLR  1967    39     1.685
BLR  1967    40     1.694
BLR  1967    41     1.701
BLR  1967    42     1.706
BLR  1967    43     1.709
BLR  1967    44     1.711
BLR  1967    45     1.712
BLR  1967    46     1.712
BLR  1967    47     1.713
BLR  1967    48     1.713
BLR  1967    49     1.713
BLR  1967    50     1.713
BLR  1967    51     1.713
BLR  1967    52         .
BLR  1967    53         .
BLR  1967    54         .
BLR  1967    55         .
BLR  1968    12     0.000
BLR  1968    13     0.000
BLR  1968    14     0.000
BLR  1968    15     0.000
BLR  1968    16     0.001
BLR  1968    17     0.005
BLR  1968    18     0.021
BLR  1968    19     0.071
BLR  1968    20     0.188
BLR  1968    21     0.366
BLR  1968    22     0.562
BLR  1968    23     0.750
BLR  1968    24     0.918
BLR  1968    25     1.060
BLR  1968    26     1.174
BLR  1968    27     1.260
BLR  1968    28     1.328
BLR  1968    29     1.385
BLR  1968    30     1.438
BLR  1968    31     1.484
BLR  1968    32     1.525
BLR  1968    33     1.560
BLR  1968    34     1.590
BLR  1968    35     1.615
BLR  1968    36     1.636
BLR  1968    37     1.653
BLR  1968    38     1.667
BLR  1968    39     1.679
BLR  1968    40     1.689
BLR  1968    41     1.697
BLR  1968    42     1.702
BLR  1968    43     1.705
BLR  1968    44     1.707
BLR  1968    45     1.708
BLR  1968    46     1.709
BLR  1968    47     1.709
BLR  1968    48     1.709
BLR  1968    49     1.709
BLR  1968    50     1.709
BLR  1968    51         .
BLR  1968    52         .
BLR  1968    53         .
BLR  1968    54         .
BLR  1968    55         .
BLR  1969    12     0.000
BLR  1969    13     0.000
BLR  1969    14     0.000
BLR  1969    15     0.000
BLR  1969    16     0.001
BLR  1969    17     0.005
BLR  1969    18     0.022
BLR  1969    19     0.073
BLR  1969    20     0.196
BLR  1969    21     0.375
BLR  1969    22     0.565
BLR  1969    23     0.747
BLR  1969    24     0.905
BLR  1969    25     1.035
BLR  1969    26     1.142
BLR  1969    27     1.225
BLR  1969    28     1.292
BLR  1969    29     1.353
BLR  1969    30     1.408
BLR  1969    31     1.457
BLR  1969    32     1.499
BLR  1969    33     1.536
BLR  1969    34     1.565
BLR  1969    35     1.591
BLR  1969    36     1.613
BLR  1969    37     1.633
BLR  1969    38     1.649
BLR  1969    39     1.662
BLR  1969    40     1.674
BLR  1969    41     1.681
BLR  1969    42     1.686
BLR  1969    43     1.690
BLR  1969    44     1.692
BLR  1969    45     1.693
BLR  1969    46     1.694
BLR  1969    47     1.694
BLR  1969    48     1.694
BLR  1969    49     1.694
BLR  1969    50         .
BLR  1969    51         .
BLR  1969    52         .
BLR  1969    53         .
BLR  1969    54         .
BLR  1969    55         .
BLR  1970    12     0.000
BLR  1970    13     0.000
BLR  1970    14     0.000
BLR  1970    15     0.000
BLR  1970    16     0.001
BLR  1970    17     0.005
BLR  1970    18     0.023
BLR  1970    19     0.077
BLR  1970    20     0.204
BLR  1970    21     0.373
BLR  1970    22     0.554
BLR  1970    23     0.724
BLR  1970    24     0.867
BLR  1970    25     0.988
BLR  1970    26     1.089
BLR  1970    27     1.168
BLR  1970    28     1.238
BLR  1970    29     1.302
BLR  1970    30     1.359
BLR  1970    31     1.410
BLR  1970    32     1.454
BLR  1970    33     1.491
BLR  1970    34     1.523
BLR  1970    35     1.551
BLR  1970    36     1.575
BLR  1970    37     1.597
BLR  1970    38     1.616
BLR  1970    39     1.631
BLR  1970    40     1.643
BLR  1970    41     1.651
BLR  1970    42     1.657
BLR  1970    43     1.661
BLR  1970    44     1.663
BLR  1970    45     1.664
BLR  1970    46     1.665
BLR  1970    47     1.665
BLR  1970    48     1.665
BLR  1970    49         .
BLR  1970    50         .
BLR  1970    51         .
BLR  1970    52         .
BLR  1970    53         .
BLR  1970    54         .
BLR  1970    55         .
BLR  1971    12     0.000
BLR  1971    13     0.000
BLR  1971    14     0.000
BLR  1971    15     0.000
BLR  1971    16     0.001
BLR  1971    17     0.005
BLR  1971    18     0.023
BLR  1971    19     0.081
BLR  1971    20     0.204
BLR  1971    21     0.361
BLR  1971    22     0.530
BLR  1971    23     0.683
BLR  1971    24     0.814
BLR  1971    25     0.928
BLR  1971    26     1.020
BLR  1971    27     1.098
BLR  1971    28     1.171
BLR  1971    29     1.237
BLR  1971    30     1.295
BLR  1971    31     1.345
BLR  1971    32     1.389
BLR  1971    33     1.428
BLR  1971    34     1.461
BLR  1971    35     1.491
BLR  1971    36     1.520
BLR  1971    37     1.545
BLR  1971    38     1.565
BLR  1971    39     1.581
BLR  1971    40     1.593
BLR  1971    41     1.602
BLR  1971    42     1.608
BLR  1971    43     1.613
BLR  1971    44     1.615
BLR  1971    45     1.617
BLR  1971    46     1.617
BLR  1971    47     1.618
BLR  1971    48         .
BLR  1971    49         .
BLR  1971    50         .
BLR  1971    51         .
BLR  1971    52         .
BLR  1971    53         .
BLR  1971    54         .
BLR  1971    55         .
BLR  1972    12     0.000
BLR  1972    13     0.000
BLR  1972    14     0.000
BLR  1972    15     0.000
BLR  1972    16     0.001
BLR  1972    17     0.005
BLR  1972    18     0.026
BLR  1972    19     0.091
BLR  1972    20     0.212
BLR  1972    21     0.360
BLR  1972    22     0.515
BLR  1972    23     0.654
BLR  1972    24     0.776
BLR  1972    25     0.880
BLR  1972    26     0.967
BLR  1972    27     1.048
BLR  1972    28     1.122
BLR  1972    29     1.187
BLR  1972    30     1.245
BLR  1972    31     1.295
BLR  1972    32     1.339
BLR  1972    33     1.378
BLR  1972    34     1.415
BLR  1972    35     1.449
BLR  1972    36     1.482
BLR  1972    37     1.508
BLR  1972    38     1.530
BLR  1972    39     1.546
BLR  1972    40     1.559
BLR  1972    41     1.569
BLR  1972    42     1.576
BLR  1972    43     1.581
BLR  1972    44     1.583
BLR  1972    45     1.585
BLR  1972    46     1.585
BLR  1972    47         .
BLR  1972    48         .
BLR  1972    49         .
BLR  1972    50         .
BLR  1972    51         .
BLR  1972    52         .
BLR  1972    53         .
BLR  1972    54         .
BLR  1972    55         .
BLR  1973    12     0.000
BLR  1973    13     0.000
