Cumulative period fertility rates (vertical parallelograms)
Last modified: 31/05/2022
Code Year  ARDY  Cohort     CPFR
GBR_SCO  1998   33    1965     1.174
GBR_SCO  1998   34    1964     1.253
GBR_SCO  1998   35    1963     1.322
GBR_SCO  1998   36    1962     1.382
GBR_SCO  1998   37    1961     1.429
GBR_SCO  1998   38    1960     1.467
GBR_SCO  1998   39    1959     1.494
GBR_SCO  1998   40    1958     1.515
GBR_SCO  1998   41    1957     1.529
GBR_SCO  1998   42    1956     1.539
GBR_SCO  1998   43    1955     1.545
GBR_SCO  1998   44    1954     1.548
GBR_SCO  1998   45    1953     1.550
GBR_SCO  1998   46    1952     1.551
GBR_SCO  1998   47    1951     1.551
GBR_SCO  1998   48    1950     1.551
GBR_SCO  1998   49    1949     1.552
GBR_SCO  1998   50    1948     1.552
GBR_SCO  1998   51    1947     1.552
GBR_SCO  1998   52    1946     1.552
GBR_SCO  1998   53    1945     1.552
GBR_SCO  1998   54    1944     1.552
GBR_SCO  1998   55    1943     1.552
GBR_SCO  1999   12    1987     0.000
GBR_SCO  1999   13    1986     0.000
GBR_SCO  1999   14    1985     0.000
GBR_SCO  1999   15    1984     0.000
GBR_SCO  1999   16    1983     0.002
GBR_SCO  1999   17    1982     0.010
GBR_SCO  1999   18    1981     0.033
GBR_SCO  1999   19    1980     0.075
GBR_SCO  1999   20    1979     0.124
GBR_SCO  1999   21    1978     0.176
GBR_SCO  1999   22    1977     0.231
GBR_SCO  1999   23    1976     0.287
GBR_SCO  1999   24    1975     0.348
GBR_SCO  1999   25    1974     0.417
GBR_SCO  1999   26    1973     0.494
GBR_SCO  1999   27    1972     0.576
GBR_SCO  1999   28    1971     0.662
GBR_SCO  1999   29    1970     0.757
GBR_SCO  1999   30    1969     0.856
GBR_SCO  1999   31    1968     0.954
GBR_SCO  1999   32    1967     1.051
GBR_SCO  1999   33    1966     1.141
GBR_SCO  1999   34    1965     1.218
GBR_SCO  1999   35    1964     1.286
GBR_SCO  1999   36    1963     1.344
GBR_SCO  1999   37    1962     1.393
GBR_SCO  1999   38    1961     1.430
GBR_SCO  1999   39    1960     1.457
GBR_SCO  1999   40    1959     1.478
GBR_SCO  1999   41    1958     1.493
GBR_SCO  1999   42    1957     1.503
GBR_SCO  1999   43    1956     1.509
GBR_SCO  1999   44    1955     1.512
GBR_SCO  1999   45    1954     1.515
GBR_SCO  1999   46    1953     1.516
GBR_SCO  1999   47    1952     1.516
GBR_SCO  1999   48    1951     1.516
GBR_SCO  1999   49    1950     1.516
GBR_SCO  1999   50    1949     1.516
GBR_SCO  1999   51    1948     1.516
GBR_SCO  1999   52    1947     1.516
GBR_SCO  1999   53    1946     1.516
GBR_SCO  1999   54    1945     1.516
GBR_SCO  1999   55    1944     1.516
GBR_SCO  2000   12    1988     0.000
GBR_SCO  2000   13    1987     0.000
GBR_SCO  2000   14    1986     0.000
GBR_SCO  2000   15    1985     0.000
GBR_SCO  2000   16    1984     0.002
GBR_SCO  2000   17    1983     0.009
GBR_SCO  2000   18    1982     0.030
GBR_SCO  2000   19    1981     0.069
GBR_SCO  2000   20    1980     0.119
GBR_SCO  2000   21    1979     0.172
GBR_SCO  2000   22    1978     0.225
GBR_SCO  2000   23    1977     0.279
GBR_SCO  2000   24    1976     0.338
GBR_SCO  2000   25    1975     0.401
GBR_SCO  2000   26    1974     0.471
GBR_SCO  2000   27    1973     0.550
GBR_SCO  2000   28    1972     0.634
GBR_SCO  2000   29    1971     0.723
GBR_SCO  2000   30    1970     0.817
GBR_SCO  2000   31    1969     0.915
GBR_SCO  2000   32    1968     1.010
GBR_SCO  2000   33    1967     1.098
GBR_SCO  2000   34    1966     1.175
GBR_SCO  2000   35    1965     1.242
GBR_SCO  2000   36    1964     1.301
GBR_SCO  2000   37    1963     1.350
GBR_SCO  2000   38    1962     1.389
GBR_SCO  2000   39    1961     1.419
GBR_SCO  2000   40    1960     1.442
GBR_SCO  2000   41    1959     1.457
GBR_SCO  2000   42    1958     1.467
GBR_SCO  2000   43    1957     1.474
GBR_SCO  2000   44    1956     1.477
GBR_SCO  2000   45    1955     1.479
GBR_SCO  2000   46    1954     1.480
GBR_SCO  2000   47    1953     1.480
GBR_SCO  2000   48    1952     1.480
GBR_SCO  2000   49    1951     1.480
GBR_SCO  2000   50    1950     1.480
GBR_SCO  2000   51    1949     1.480
GBR_SCO  2000   52    1948     1.480
GBR_SCO  2000   53    1947     1.480
GBR_SCO  2000   54    1946     1.480
GBR_SCO  2000   55    1945     1.480
GBR_SCO  2001   12    1989     0.000
GBR_SCO  2001   13    1988     0.000
GBR_SCO  2001   14    1987     0.000
GBR_SCO  2001   15    1986     0.000
GBR_SCO  2001   16    1985     0.002
GBR_SCO  2001   17    1984     0.010
GBR_SCO  2001   18    1983     0.030
GBR_SCO  2001   19    1982     0.066
GBR_SCO  2001   20    1981     0.116
GBR_SCO  2001   21    1980     0.170
GBR_SCO  2001   22    1979     0.223
GBR_SCO  2001   23    1978     0.278
GBR_SCO  2001   24    1977     0.336
GBR_SCO  2001   25    1976     0.399
GBR_SCO  2001   26    1975     0.469
GBR_SCO  2001   27    1974     0.545
GBR_SCO  2001   28    1973     0.628
GBR_SCO  2001   29    1972     0.717
GBR_SCO  2001   30    1971     0.810
GBR_SCO  2001   31    1970     0.905
GBR_SCO  2001   32    1969     0.999
GBR_SCO  2001   33    1968     1.086
GBR_SCO  2001   34    1967     1.167
GBR_SCO  2001   35    1966     1.238
GBR_SCO  2001   36    1965     1.300
GBR_SCO  2001   37    1964     1.351
GBR_SCO  2001   38    1963     1.392
GBR_SCO  2001   39    1962     1.423
GBR_SCO  2001   40    1961     1.446
GBR_SCO  2001   41    1960     1.462
GBR_SCO  2001   42    1959     1.472
GBR_SCO  2001   43    1958     1.479
GBR_SCO  2001   44    1957     1.483
GBR_SCO  2001   45    1956     1.485
GBR_SCO  2001   46    1955     1.486
GBR_SCO  2001   47    1954     1.486
GBR_SCO  2001   48    1953     1.486
GBR_SCO  2001   49    1952     1.486
GBR_SCO  2001   50    1951     1.487
GBR_SCO  2001   51    1950     1.487
GBR_SCO  2001   52    1949     1.487
GBR_SCO  2001   53    1948     1.487
GBR_SCO  2001   54    1947     1.487
GBR_SCO  2001   55    1946     1.487
GBR_SCO  2002   12    1990     0.000
GBR_SCO  2002   13    1989     0.000
GBR_SCO  2002   14    1988     0.000
GBR_SCO  2002   15    1987     0.000
GBR_SCO  2002   16    1986     0.002
GBR_SCO  2002   17    1985     0.008
GBR_SCO  2002   18    1984     0.028
GBR_SCO  2002   19    1983     0.063
GBR_SCO  2002   20    1982     0.109
GBR_SCO  2002   21    1981     0.160
GBR_SCO  2002   22    1980     0.214
GBR_SCO  2002   23    1979     0.270
GBR_SCO  2002   24    1978     0.327
GBR_SCO  2002   25    1977     0.390
GBR_SCO  2002   26    1976     0.456
GBR_SCO  2002   27    1975     0.529
GBR_SCO  2002   28    1974     0.610
GBR_SCO  2002   29    1973     0.696
GBR_SCO  2002   30    1972     0.786
GBR_SCO  2002   31    1971     0.881
GBR_SCO  2002   32    1970     0.976
GBR_SCO  2002   33    1969     1.068
GBR_SCO  2002   34    1968     1.150
GBR_SCO  2002   35    1967     1.221
GBR_SCO  2002   36    1966     1.282
GBR_SCO  2002   37    1965     1.333
GBR_SCO  2002   38    1964     1.374
GBR_SCO  2002   39    1963     1.405
GBR_SCO  2002   40    1962     1.429
GBR_SCO  2002   41    1961     1.446
GBR_SCO  2002   42    1960     1.456
GBR_SCO  2002   43    1959     1.463
GBR_SCO  2002   44    1958     1.467
GBR_SCO  2002   45    1957     1.469
GBR_SCO  2002   46    1956     1.470
GBR_SCO  2002   47    1955     1.471
GBR_SCO  2002   48    1954     1.471
GBR_SCO  2002   49    1953     1.471
GBR_SCO  2002   50    1952     1.471
GBR_SCO  2002   51    1951     1.471
GBR_SCO  2002   52    1950     1.471
GBR_SCO  2002   53    1949     1.471
GBR_SCO  2002   54    1948     1.471
GBR_SCO  2002   55    1947     1.471
GBR_SCO  2003   12    1991     0.000
GBR_SCO  2003   13    1990     0.000
GBR_SCO  2003   14    1989     0.000
GBR_SCO  2003   15    1988     0.000
GBR_SCO  2003   16    1987     0.002
GBR_SCO  2003   17    1986     0.008
GBR_SCO  2003   18    1985     0.027
GBR_SCO  2003   19    1984     0.063
GBR_SCO  2003   20    1983     0.108
GBR_SCO  2003   21    1982     0.159
GBR_SCO  2003   22    1981     0.213
GBR_SCO  2003   23    1980     0.269
GBR_SCO  2003   24    1979     0.329
GBR_SCO  2003   25    1978     0.393
GBR_SCO  2003   26    1977     0.462
GBR_SCO  2003   27    1976     0.537
GBR_SCO  2003   28    1975     0.617
GBR_SCO  2003   29    1974     0.707
GBR_SCO  2003   30    1973     0.802
GBR_SCO  2003   31    1972     0.897
GBR_SCO  2003   32    1971     0.993
GBR_SCO  2003   33    1970     1.089
GBR_SCO  2003   34    1969     1.176
GBR_SCO  2003   35    1968     1.250
GBR_SCO  2003   36    1967     1.316
GBR_SCO  2003   37    1966     1.371
GBR_SCO  2003   38    1965     1.415
GBR_SCO  2003   39    1964     1.450
GBR_SCO  2003   40    1963     1.475
GBR_SCO  2003   41    1962     1.494
GBR_SCO  2003   42    1961     1.506
GBR_SCO  2003   43    1960     1.514
GBR_SCO  2003   44    1959     1.518
GBR_SCO  2003   45    1958     1.520
GBR_SCO  2003   46    1957     1.521
GBR_SCO  2003   47    1956     1.521
GBR_SCO  2003   48    1955     1.522
GBR_SCO  2003   49    1954     1.522
GBR_SCO  2003   50    1953     1.522
GBR_SCO  2003   51    1952     1.522
GBR_SCO  2003   52    1951     1.522
GBR_SCO  2003   53    1950     1.522
GBR_SCO  2003   54    1949     1.522
GBR_SCO  2003   55    1948     1.522
GBR_SCO  2004   12    1992     0.000
GBR_SCO  2004   13    1991     0.000
GBR_SCO  2004   14    1990     0.000
GBR_SCO  2004   15    1989     0.000
GBR_SCO  2004   16    1988     0.001
GBR_SCO  2004   17    1987     0.008
GBR_SCO  2004   18    1986     0.026
GBR_SCO  2004   19    1985     0.060
GBR_SCO  2004   20    1984     0.106
GBR_SCO  2004   21    1983     0.156
GBR_SCO  2004   22    1982     0.210
GBR_SCO  2004   23    1981     0.268
GBR_SCO  2004   24    1980     0.330
GBR_SCO  2004   25    1979     0.396
GBR_SCO  2004   26    1978     0.467
GBR_SCO  2004   27    1977     0.546
GBR_SCO  2004   28    1976     0.631
GBR_SCO  2004   29    1975     0.722
GBR_SCO  2004   30    1974     0.819
GBR_SCO  2004   31    1973     0.917
GBR_SCO  2004   32    1972     1.015
GBR_SCO  2004   33    1971     1.111
GBR_SCO  2004   34    1970     1.202
GBR_SCO  2004   35    1969     1.283
GBR_SCO  2004   36    1968     1.354
GBR_SCO  2004   37    1967     1.413
GBR_SCO  2004   38    1966     1.462
GBR_SCO  2004   39    1965     1.499
GBR_SCO  2004   40    1964     1.527
GBR_SCO  2004   41    1963     1.547
GBR_SCO  2004   42    1962     1.560
GBR_SCO  2004   43    1961     1.569
GBR_SCO  2004   44    1960     1.574
GBR_SCO  2004   45    1959     1.576
GBR_SCO  2004   46    1958     1.577
GBR_SCO  2004   47    1957     1.578
GBR_SCO  2004   48    1956     1.578
GBR_SCO  2004   49    1955     1.578
GBR_SCO  2004   50    1954     1.578
GBR_SCO  2004   51    1953     1.578
GBR_SCO  2004   52    1952     1.578
GBR_SCO  2004   53    1951     1.578
GBR_SCO  2004   54    1950     1.578
GBR_SCO  2004   55    1949     1.578
GBR_SCO  2005   12    1993     0.000
GBR_SCO  2005   13    1992     0.000
GBR_SCO  2005   14    1991     0.000
GBR_SCO  2005   15    1990     0.000
GBR_SCO  2005   16    1989     0.002
GBR_SCO  2005   17    1988     0.008
GBR_SCO  2005   18    1987     0.026
GBR_SCO  2005   19    1986     0.060
GBR_SCO  2005   20    1985     0.105
GBR_SCO  2005   21    1984     0.155
GBR_SCO  2005   22    1983     0.210
GBR_SCO  2005   23    1982     0.266
GBR_SCO  2005   24    1981     0.327
GBR_SCO  2005   25    1980     0.392
GBR_SCO  2005   26    1979     0.463
GBR_SCO  2005   27    1978     0.541
GBR_SCO  2005   28    1977     0.625
GBR_SCO  2005   29    1976     0.716
GBR_SCO  2005   30    1975     0.812
GBR_SCO  2005   31    1974     0.911
GBR_SCO  2005   32    1973     1.012
GBR_SCO  2005   33    1972     1.111
GBR_SCO  2005   34    1971     1.204
GBR_SCO  2005   35    1970     1.288
GBR_SCO  2005   36    1969     1.362
GBR_SCO  2005   37    1968     1.425
GBR_SCO  2005   38    1967     1.476
GBR_SCO  2005   39    1966     1.515
GBR_SCO  2005   40    1965     1.544
GBR_SCO  2005   41    1964     1.566
GBR_SCO  2005   42    1963     1.580
GBR_SCO  2005   43    1962     1.588
GBR_SCO  2005   44    1961     1.593
GBR_SCO  2005   45    1960     1.595
GBR_SCO  2005   46    1959     1.597
GBR_SCO  2005   47    1958     1.597
GBR_SCO  2005   48    1957     1.598
GBR_SCO  2005   49    1956     1.598
GBR_SCO  2005   50    1955     1.598
GBR_SCO  2005   51    1954     1.598
GBR_SCO  2005   52    1953     1.598
GBR_SCO  2005   53    1952     1.598
GBR_SCO  2005   54    1951     1.598
GBR_SCO  2005   55    1950     1.598
GBR_SCO  2006   12    1994     0.000
GBR_SCO  2006   13    1993     0.000
GBR_SCO  2006   14    1992     0.000
GBR_SCO  2006   15    1991     0.000
GBR_SCO  2006   16    1990     0.002
GBR_SCO  2006   17    1989     0.008
GBR_SCO  2006   18    1988     0.027
GBR_SCO  2006   19    1987     0.061
GBR_SCO  2006   20    1986     0.104
GBR_SCO  2006   21    1985     0.154
GBR_SCO  2006   22    1984     0.209
GBR_SCO  2006   23    1983     0.265
GBR_SCO  2006   24    1982     0.329
GBR_SCO  2006   25    1981     0.397
GBR_SCO  2006   26    1980     0.470
GBR_SCO  2006   27    1979     0.550
GBR_SCO  2006   28    1978     0.634
GBR_SCO  2006   29    1977     0.725
GBR_SCO  2006   30    1976     0.825
GBR_SCO  2006   31    1975     0.927
GBR_SCO  2006   32    1974     1.032
GBR_SCO  2006   33    1973     1.135
GBR_SCO  2006   34    1972     1.230
GBR_SCO  2006   35    1971     1.317
GBR_SCO  2006   36    1970     1.395
GBR_SCO  2006   37    1969     1.462
GBR_SCO  2006   38    1968     1.514
GBR_SCO  2006   39    1967     1.555
GBR_SCO  2006   40    1966     1.586
GBR_SCO  2006   41    1965     1.607
GBR_SCO  2006   42    1964     1.622
GBR_SCO  2006   43    1963     1.631
GBR_SCO  2006   44    1962     1.636
GBR_SCO  2006   45    1961     1.639
GBR_SCO  2006   46    1960     1.640
GBR_SCO  2006   47    1959     1.641
GBR_SCO  2006   48    1958     1.641
GBR_SCO  2006   49    1957     1.641
GBR_SCO  2006   50    1956     1.641
GBR_SCO  2006   51    1955     1.641
GBR_SCO  2006   52    1954     1.641
GBR_SCO  2006   53    1953     1.641
GBR_SCO  2006   54    1952     1.641
GBR_SCO  2006   55    1951     1.641
GBR_SCO  2007   12    1995     0.000
GBR_SCO  2007   13    1994     0.000
GBR_SCO  2007   14    1993     0.000
GBR_SCO  2007   15    1992     0.000
GBR_SCO  2007   16    1991     0.002
GBR_SCO  2007   17    1990     0.008
GBR_SCO  2007   18    1989     0.027
GBR_SCO  2007   19    1988     0.061
GBR_SCO  2007   20    1987     0.106
GBR_SCO  2007   21    1986     0.159
GBR_SCO  2007   22    1985     0.217
GBR_SCO  2007   23    1984     0.278
GBR_SCO  2007   24    1983     0.342
GBR_SCO  2007   25    1982     0.412
GBR_SCO  2007   26    1981     0.486
GBR_SCO  2007   27    1980     0.566
GBR_SCO  2007   28    1979     0.655
GBR_SCO  2007   29    1978     0.754
GBR_SCO  2007   30    1977     0.855
GBR_SCO  2007   31    1976     0.957
GBR_SCO  2007   32    1975     1.063
GBR_SCO  2007   33    1974     1.167
GBR_SCO  2007   34    1973     1.266
GBR_SCO  2007   35    1972     1.356
GBR_SCO  2007   36    1971     1.435
GBR_SCO  2007   37    1970     1.505
GBR_SCO  2007   38    1969     1.563
GBR_SCO  2007   39    1968     1.608
GBR_SCO  2007   40    1967     1.642
GBR_SCO  2007   41    1966     1.665
GBR_SCO  2007   42    1965     1.681
GBR_SCO  2007   43    1964     1.690
GBR_SCO  2007   44    1963     1.696
GBR_SCO  2007   45    1962     1.698
GBR_SCO  2007   46    1961     1.700
GBR_SCO  2007   47    1960     1.701
GBR_SCO  2007   48    1959     1.701
GBR_SCO  2007   49    1958     1.701
GBR_SCO  2007   50    1957     1.701
GBR_SCO  2007   51    1956     1.701
GBR_SCO  2007   52    1955     1.701
GBR_SCO  2007   53    1954     1.701
GBR_SCO  2007   54    1953     1.701
GBR_SCO  2007   55    1952     1.701
GBR_SCO  2008   12    1996     0.000
GBR_SCO  2008   13    1995     0.000
GBR_SCO  2008   14    1994     0.000
GBR_SCO  2008   15    1993     0.000
GBR_SCO  2008   16    1992     0.001
GBR_SCO  2008   17    1991     0.008
GBR_SCO  2008   18    1990     0.026
GBR_SCO  2008   19    1989     0.059
GBR_SCO  2008   20    1988     0.105
GBR_SCO  2008   21    1987     0.156
GBR_SCO  2008   22    1986     0.214
GBR_SCO  2008   23    1985     0.277
GBR_SCO  2008   24    1984     0.345
GBR_SCO  2008   25    1983     0.418
GBR_SCO  2008   26    1982     0.497
GBR_SCO  2008   27    1981     0.583
GBR_SCO  2008   28    1980     0.675
GBR_SCO  2008   29    1979     0.775
GBR_SCO  2008   30    1978     0.882
GBR_SCO  2008   31    1977     0.989
GBR_SCO  2008   32    1976     1.098
GBR_SCO  2008   33    1975     1.205
GBR_SCO  2008   34    1974     1.307
GBR_SCO  2008   35    1973     1.402
GBR_SCO  2008   36    1972     1.487
GBR_SCO  2008   37    1971     1.559
GBR_SCO  2008   38    1970     1.619
GBR_SCO  2008   39    1969     1.666
GBR_SCO  2008   40    1968     1.700
GBR_SCO  2008   41    1967     1.725
GBR_SCO  2008   42    1966     1.742
GBR_SCO  2008   43    1965     1.753
GBR_SCO  2008   44    1964     1.759
GBR_SCO  2008   45    1963     1.762
GBR_SCO  2008   46    1962     1.764
GBR_SCO  2008   47    1961     1.764
GBR_SCO  2008   48    1960     1.765
GBR_SCO  2008   49    1959     1.765
GBR_SCO  2008   50    1958     1.765
GBR_SCO  2008   51    1957     1.765
GBR_SCO  2008   52    1956     1.765
GBR_SCO  2008   53    1955     1.765
GBR_SCO  2008   54    1954     1.765
GBR_SCO  2008   55    1953     1.765
GBR_SCO  2009   12    1997     0.000
GBR_SCO  2009   13    1996     0.000
GBR_SCO  2009   14    1995     0.000
GBR_SCO  2009   15    1994     0.000
GBR_SCO  2009   16    1993     0.001
GBR_SCO  2009   17    1992     0.008
GBR_SCO  2009   18    1991     0.025
GBR_SCO  2009   19    1990     0.055
GBR_SCO  2009   20    1989     0.095
GBR_SCO  2009   21    1988     0.145
GBR_SCO  2009   22    1987     0.202
GBR_SCO  2009   23    1986     0.262
GBR_SCO  2009   24    1985     0.328
GBR_SCO  2009   25    1984     0.400
GBR_SCO  2009   26    1983     0.477
GBR_SCO  2009   27    1982     0.562
GBR_SCO  2009   28    1981     0.655
GBR_SCO  2009   29    1980     0.754
GBR_SCO  2009   30    1979     0.855
GBR_SCO  2009   31    1978     0.960
GBR_SCO  2009   32    1977     1.067
GBR_SCO  2009   33    1976     1.175
GBR_SCO  2009   34    1975     1.274
GBR_SCO  2009   35    1974     1.367
GBR_SCO  2009   36    1973     1.449
GBR_SCO  2009   37    1972     1.520
GBR_SCO  2009   38    1971     1.579
GBR_SCO  2009   39    1970     1.627
GBR_SCO  2009   40    1969     1.664
GBR_SCO  2009   41    1968     1.690
GBR_SCO  2009   42    1967     1.706
GBR_SCO  2009   43    1966     1.717
GBR_SCO  2009   44    1965     1.723
GBR_SCO  2009   45    1964     1.727
GBR_SCO  2009   46    1963     1.729
GBR_SCO  2009   47    1962     1.729
GBR_SCO  2009   48    1961     1.730
GBR_SCO  2009   49    1960     1.730
GBR_SCO  2009   50    1959     1.730
GBR_SCO  2009   51    1958     1.730
GBR_SCO  2009   52    1957     1.730
GBR_SCO  2009   53    1956     1.730
GBR_SCO  2009   54    1955     1.730
GBR_SCO  2009   55    1954     1.730
GBR_SCO  2010   12    1998     0.000
GBR_SCO  2010   13    1997     0.000
GBR_SCO  2010   14    1996     0.000
GBR_SCO  2010   15    1995     0.000
GBR_SCO  2010   16    1994     0.001
GBR_SCO  2010   17    1993     0.006
GBR_SCO  2010   18    1992     0.023
GBR_SCO  2010   19    1991     0.051
GBR_SCO  2010   20    1990     0.089
GBR_SCO  2010   21    1989     0.136
GBR_SCO  2010   22    1988     0.188
GBR_SCO  2010   23    1987     0.244
GBR_SCO  2010   24    1986     0.306
GBR_SCO  2010   25    1985     0.374
GBR_SCO  2010   26    1984     0.447
GBR_SCO  2010   27    1983     0.529
GBR_SCO  2010   28    1982     0.618
GBR_SCO  2010   29    1981     0.715
GBR_SCO  2010   30    1980     0.820
GBR_SCO  2010   31    1979     0.926
GBR_SCO  2010   32    1978     1.035
GBR_SCO  2010   33    1977     1.144
GBR_SCO  2010   34    1976     1.247
GBR_SCO  2010   35    1975     1.341
GBR_SCO  2010   36    1974     1.425
GBR_SCO  2010   37    1973     1.498
GBR_SCO  2010   38    1972     1.559
GBR_SCO  2010   39    1971     1.608
GBR_SCO  2010   40    1970     1.645
GBR_SCO  2010   41    1969     1.672
GBR_SCO  2010   42    1968     1.690
GBR_SCO  2010   43    1967     1.701
GBR_SCO  2010   44    1966     1.708
GBR_SCO  2010   45    1965     1.711
GBR_SCO  2010   46    1964     1.712
GBR_SCO  2010   47    1963     1.713
GBR_SCO  2010   48    1962     1.714
GBR_SCO  2010   49    1961     1.714
GBR_SCO  2010   50    1960     1.714
GBR_SCO  2010   51    1959     1.714
GBR_SCO  2010   52    1958     1.714
GBR_SCO  2010   53    1957     1.714
GBR_SCO  2010   54    1956     1.714
GBR_SCO  2010   55    1955     1.714
GBR_SCO  2011   12    1999     0.000
GBR_SCO  2011   13    1998     0.000
GBR_SCO  2011   14    1997     0.000
GBR_SCO  2011   15    1996     0.000
GBR_SCO  2011   16    1995     0.001
GBR_SCO  2011   17    1994     0.006
GBR_SCO  2011   18    1993     0.021
GBR_SCO  2011   19    1992     0.047
GBR_SCO  2011   20    1991     0.081
GBR_SCO  2011   21    1990     0.124
GBR_SCO  2011   22    1989     0.173
GBR_SCO  2011   23    1988     0.229
GBR_SCO  2011   24    1987     0.289
GBR_SCO  2011   25    1986     0.356
GBR_SCO  2011   26    1985     0.432
GBR_SCO  2011   27    1984     0.516
GBR_SCO  2011   28    1983     0.602
GBR_SCO  2011   29    1982     0.694
GBR_SCO  2011   30    1981     0.793
GBR_SCO  2011   31    1980     0.900
GBR_SCO  2011   32    1979     1.008
GBR_SCO  2011   33    1978     1.115
GBR_SCO  2011   34    1977     1.218
GBR_SCO  2011   35    1976     1.313
GBR_SCO  2011   36    1975     1.399
GBR_SCO  2011   37    1974     1.475
GBR_SCO  2011   38    1973     1.536
GBR_SCO  2011   39    1972     1.586
GBR_SCO  2011   40    1971     1.624
GBR_SCO  2011   41    1970     1.652
GBR_SCO  2011   42    1969     1.670
GBR_SCO  2011   43    1968     1.682
GBR_SCO  2011   44    1967     1.689
GBR_SCO  2011   45    1966     1.693
GBR_SCO  2011   46    1965     1.695
GBR_SCO  2011   47    1964     1.696
GBR_SCO  2011   48    1963     1.696
GBR_SCO  2011   49    1962     1.696
GBR_SCO  2011   50    1961     1.696
GBR_SCO  2011   51    1960     1.696
GBR_SCO  2011   52    1959     1.696
GBR_SCO  2011   53    1958     1.696
GBR_SCO  2011   54    1957     1.696
GBR_SCO  2011   55    1956     1.697
GBR_SCO  2012   12    2000     0.000
GBR_SCO  2012   13    1999     0.000
GBR_SCO  2012   14    1998     0.000
GBR_SCO  2012   15    1997     0.000
GBR_SCO  2012   16    1996     0.001
GBR_SCO  2012   17    1995     0.005
GBR_SCO  2012   18    1994     0.017
GBR_SCO  2012   19    1993     0.042
GBR_SCO  2012   20    1992     0.076
GBR_SCO  2012   21    1991     0.117
GBR_SCO  2012   22    1990     0.163
GBR_SCO  2012   23    1989     0.215
GBR_SCO  2012   24    1988     0.273
GBR_SCO  2012   25    1987     0.337
GBR_SCO  2012   26    1986     0.410
GBR_SCO  2012   27    1985     0.490
GBR_SCO  2012   28    1984     0.578
GBR_SCO  2012   29    1983     0.673
GBR_SCO  2012   30    1982     0.774
GBR_SCO  2012   31    1981     0.881
GBR_SCO  2012   32    1980     0.989
GBR_SCO  2012   33    1979     1.096
GBR_SCO  2012   34    1978     1.198
GBR_SCO  2012   35    1977     1.291
GBR_SCO  2012   36    1976     1.378
GBR_SCO  2012   37    1975     1.454
GBR_SCO  2012   38    1974     1.515
GBR_SCO  2012   39    1973     1.564
GBR_SCO  2012   40    1972     1.602
GBR_SCO  2012   41    1971     1.630
GBR_SCO  2012   42    1970     1.648
GBR_SCO  2012   43    1969     1.660
GBR_SCO  2012   44    1968     1.666
GBR_SCO  2012   45    1967     1.670
GBR_SCO  2012   46    1966     1.672
GBR_SCO  2012   47    1965     1.673
GBR_SCO  2012   48    1964     1.673
GBR_SCO  2012   49    1963     1.673
GBR_SCO  2012   50    1962     1.674
GBR_SCO  2012   51    1961     1.674
GBR_SCO  2012   52    1960     1.674
GBR_SCO  2012   53    1959     1.674
GBR_SCO  2012   54    1958     1.674
GBR_SCO  2012   55    1957     1.674
GBR_SCO  2013   12    2001     0.000
GBR_SCO  2013   13    2000     0.000
GBR_SCO  2013   14    1999     0.000
GBR_SCO  2013   15    1998     0.000
GBR_SCO  2013   16    1997     0.001
GBR_SCO  2013   17    1996     0.005
GBR_SCO  2013   18    1995     0.018
GBR_SCO  2013   19    1994     0.040
GBR_SCO  2013   20    1993     0.070
GBR_SCO  2013   21    1992     0.108
GBR_SCO  2013   22    1991     0.151
GBR_SCO  2013   23    1990     0.200
GBR_SCO  2013   24    1989     0.255
GBR_SCO  2013   25    1988     0.318
GBR_SCO  2013   26    1987     0.386
GBR_SCO  2013   27    1986     0.460
GBR_SCO  2013   28    1985     0.542
GBR_SCO  2013   29    1984     0.632
GBR_SCO  2013   30    1983     0.728
GBR_SCO  2013   31    1982     0.829
GBR_SCO  2013   32    1981     0.933
GBR_SCO  2013   33    1980     1.036
GBR_SCO  2013   34    1979     1.135
GBR_SCO  2013   35    1978     1.226
GBR_SCO  2013   36    1977     1.312
GBR_SCO  2013   37    1976     1.388
GBR_SCO  2013   38    1975     1.449
GBR_SCO  2013   39    1974     1.497
GBR_SCO  2013   40    1973     1.536
GBR_SCO  2013   41    1972     1.564
GBR_SCO  2013   42    1971     1.583
GBR_SCO  2013   43    1970     1.595
GBR_SCO  2013   44    1969     1.602
GBR_SCO  2013   45    1968     1.606
GBR_SCO  2013   46    1967     1.608
GBR_SCO  2013   47    1966     1.609
GBR_SCO  2013   48    1965     1.610
GBR_SCO  2013   49    1964     1.610
GBR_SCO  2013   50    1963     1.610
GBR_SCO  2013   51    1962     1.610
GBR_SCO  2013   52    1961     1.610
GBR_SCO  2013   53    1960     1.610
GBR_SCO  2013   54    1959     1.610
GBR_SCO  2013   55    1958     1.610
GBR_SCO  2014   12    2002     0.000
GBR_SCO  2014   13    2001     0.000
GBR_SCO  2014   14    2000     0.000
GBR_SCO  2014   15    1999     0.000
GBR_SCO  2014   16    1998     0.001
GBR_SCO  2014   17    1997     0.004
GBR_SCO  2014   18    1996     0.014
GBR_SCO  2014   19    1995     0.034
GBR_SCO  2014   20    1994     0.062
GBR_SCO  2014   21    1993     0.098
GBR_SCO  2014   22    1992     0.139
GBR_SCO  2014   23    1991     0.186
GBR_SCO  2014   24    1990     0.238
GBR_SCO  2014   25    1989     0.297
